Project/township/building,Tenure,Type,Median price,Median PSF,Transactions,Unnamed:6
"Ocean View ResidencesButterworth, Penang",Freehold,Condominium,"RM334,000",RM318,12,
"Pangsapuri Sri AngkasaShah Alam, Selangor",Freehold,Apartment,"RM260,000",RM299,12,
"Pangsapuri Nusa IndahBukit Mertajam, Penang",Freehold,Apartment,"RM160,000",RM211,12,
"Seri Riana ResidenceWangsa Maju, Kuala Lumpur",Leasehold,Condominium,"RM1,000,000",RM612,12,
"Seri PauhBukit Mertajam, Penang",Leasehold,Flat,"RM150,000",RM249,12,
"Batu Caves CenterpointBatu Caves, Selangor",Freehold,Flat,"RM180,000",RM265,12,
"Sri York CondominiumGeorgetown, Penang",Freehold,Condominium,"RM585,000",RM512,12,
"Kiaramas AyuriaMont Kiara, Kuala Lumpur",Freehold,Condominium,"RM1,205,000",RM652,12,
"Genting Permai ResortBentong, Pahang",Freehold,Apartment,"RM342,500",RM387,12,
"Seri MutiaraSetia Alam, Selangor",Freehold,Apartment,"RM362,500",RM383,12,
"Suria Kipark DamansaraKepong, Selangor",Freehold,Apartment,"RM330,000",RM348,12,
"KenariSkudai, Johor",Freehold,Flat,"RM105,000",RM172,12,
"Sri Pelangi CondominiumsSetapak, Kuala Lumpur",Freehold,Condominium,"RM314,000",RM323,12,
"Lok Kawi HeightsPapar, Sabah",Leasehold,Apartment,"RM229,000",RM274,12,
"Taman Sungai BesiSalak Selatan, Kuala Lumpur",Leasehold,Flat,"RM220,000",RM283,12,
"Indah Court ApartmentIskandar Puteri (Nusajaya), Johor",Freehold,Apartment,"RM300,000",RM353,12,
"Cendana ApartmentCheras, Kuala Lumpur",Leasehold,Apartment,"RM230,000",RM369,12,
"Pangsapuri Sri TanjungSubang Jaya, Selangor",Freehold,Flat,"RM182,500",RM283,12,
"Vista Indah PutraKlang, Selangor",Freehold,Apartment,"RM292,500",RM310,12,
"Vista Pinggiran ApartmentSeri Kembangan, Selangor",Leasehold,Apartment,"RM282,500",RM342,12,
"Ritze Perdana 1Damansara Perdana, Selangor",Leasehold,Service Residence,"RM227,500",RM505,12,
"Taman Impian IndahBukit Mertajam, Penang",Freehold,Flat,"RM92,500",RM172,12,
"Taman Megah RiaMasai, Johor",Freehold,Flat,"RM55,000",RM72,12,
"D'secret Garden (Pangsapuri Kempas Indah)Skudai, Johor",Freehold,Apartment,"RM466,500",RM472,12,
"Orchis ApartmentKlang, Selangor",Freehold,Apartment,"RM309,500",RM367,12,
"Taman Malim JayaBachang, Melaka",Leasehold,Flat,"RM76,500",RM108,12,
"Taman Sri ManjaPetaling Jaya, Selangor",Leasehold,Flat,"RM197,500",RM248,12,
"Pangsapuri Putra RayaSeri Kembangan, Selangor",Leasehold,Flat,"RM125,000",RM181,12,
"Grand Ion DelemenBentong, Pahang",Freehold,Service Residence,"RM490,000",RM804,12,
"Saujana ApartmentDamansara Damai, Selangor",Leasehold,Apartment,"RM246,000",RM329,12,
"Jalil Damai ApartmentsBukit Jalil, Kuala Lumpur",Freehold,Apartment,"RM399,000",RM416,12,
"Taman Seri JanggusBukit Mertajam, Penang",Freehold,Flat,"RM100,500",RM156,12,
"Flat Taman RintingMasai, Johor",Freehold,"Apartment, Flat","RM463,610",RM450,12,
"One ForestaBayan Lepas, Penang",Freehold,Condominium,"RM476,000",RM527,12,
"Mont Kiara AstanaMont Kiara, Kuala Lumpur",Freehold,Condominium,"RM832,500",RM585,12,
"Apartment Seri TulipSerendah, Selangor",Freehold,Apartment,"RM150,000",RM186,12,
"Bukit OUG CondominiumsBukit Jalil, Kuala Lumpur",Freehold,Condominium,"RM260,000",RM277,12,
"TAMAN PINGGIRAN PUTRA SEKSYEN 2Seri Kembangan, Selangor",Leasehold,"Bungalow, Terrace House","RM550,000",RM314,11,
"TAMAN MAJU SATUKajang, Selangor",Freehold,Terrace House,"RM390,000",RM300,11,
"TAMAN GAMELAN INDAHSungai Bakap, Penang",Freehold,Terrace House,"RM450,000",RM340,11,
"TAMAN SRI HARTAMASSri Hartamas, Kuala Lumpur",Freehold,"Town House, Terrace House","RM1,450,000",RM857,11,
"TAMAN BUKIT KATILBukit Katil, Melaka",Leasehold,Terrace House,"RM250,000",RM275,11,
"TAMAN RISHAHIpoh, Perak",Leasehold,Terrace House,"RM260,000",RM169,11,
"TAMAN PERMATAUlu Klang, Selangor",Freehold,Terrace House,"RM480,000",RM498,11,
"TAMAN MAHSURI 2CJitra, Kedah",Freehold,Terrace House,"RM200,000",RM167,11,
"SS17Subang Jaya, Selangor",Freehold,Terrace House,"RM885,000",RM476,11,
"SS20 DAMANSARA UTAMAPetaling Jaya, Selangor",Freehold,Terrace House,"RM1,180,000",RM617,11,
"SS7 PETALING JAYAPetaling Jaya, Selangor",Freehold,"Terrace House, Bungalow","RM800,000",RM508,11,
"SS12Subang Jaya, Selangor",Freehold,Terrace House,"RM680,000",RM405,11,
"KEMUNING GREENVILLEShah Alam, Selangor",Freehold,Terrace House,"RM560,000",RM378,11,
"ALAM BUDIMANShah Alam, Selangor",Leasehold,Terrace House,"RM630,000",RM404,11,
"TAMAN DESA ARA PERMAIKepala Batas, Penang",Freehold,"Semi D, Terrace House","RM335,000",RM225,11,
"BANDAR PERMATA LUNASLunas, Kedah",Freehold,"Terrace House, Semi D","RM394,000",RM189,11,
"KEMUNING GREENHILLSShah Alam, Selangor",Freehold,"Semi D, Terrace House","RM590,000",RM446,11,
"TAMAN MARLINTelok Kemang, Negeri Sembilan",Freehold,Terrace House,"RM325,000",RM201,11,
"TAMAN KIARA (PEC LOT 2084&2086)Alor Setar, Kedah",Freehold,Terrace House,"RM305,540",RM149,11,
"TAMAN INTAN I-VIKapar, Selangor",Freehold,Terrace House,"RM390,000",RM321,11,
"TAMAN AMANSARA (AMANSARA SOUTH)Kepala Batas, Penang",Freehold,Terrace House,"RM400,000",RM253,11,
"TAMAN ABADIKuching, Sarawak",Leasehold,Terrace House,"RM368,000",RM181,11,
"TAMAN TENGGIRI (MANTIN)Lenggeng, Negeri Sembilan",Freehold,Terrace House,"RM268,000",RM192,11,
"TAMAN SAGA INDAH MENTAKABMentakab, Pahang",Leasehold,Terrace House,"RM269,000",RM175,11,
"TAMAN BUKIT WANGSA SETIAUlu Bernam, Perak",Freehold,Terrace House,"RM398,000",RM284,11,
"TAMAN TOPAZ @ SELANGORKUDengkil, Selangor",Freehold,Terrace House,"RM250,000",RM192,11,
"P/L 174132 INDERA MAHKOTAKuantan, Pahang",Freehold,Terrace House,"RM382,000",RM257,11,
"TAMAN CEMPAKA PERDANASenawang, Negeri Sembilan",Leasehold,Terrace House,"RM250,000",RM192,11,
"TAMAN RIA VISTANAPadang Serai, Kedah",Freehold,Terrace House,"RM145,000",RM112,11,
"TAMAN ALAMANDA, BANDAR BARU SEGARILumut, Perak",Leasehold,Terrace House,"RM155,500",RM120,11,
"KAMPUNG BARU MAMBANG DIAWANKampar, Perak",Leasehold,Bungalow,"RM36,000",RM11,11,
"GLENMARIE COVEKlang, Selangor",Freehold,"Semi D, Bungalow","RM1,120,000",RM247,11,
"TAMAN SERI KAPARKapar, Selangor",Freehold,Terrace House,"RM373,000",RM311,11,
"SUBANG BESTARISungai Buloh, Selangor",Leasehold,"Terrace House, Bungalow","RM1,100,000",RM310,11,
"TAMAN IMPIAN RIABukit Mertajam, Penang",Freehold,Terrace House,"RM328,036",RM234,11,
"TAMAN PULASANAlor Setar, Kedah",Freehold,"Terrace House, Bungalow","RM645,000",RM277,11,
"TAMAN SRI SETIAJohor Bahru, Johor",Freehold,"Semi D, Terrace House","RM800,000",RM277,11,
"TAMAN ILMUNibong Tebal, Penang",Freehold,"Semi D, Terrace House","RM350,000",RM238,11,
"TAMAN SUTERA WANGIBatu Berendam, Melaka",Leasehold,"Semi D, Terrace House","RM300,000",RM167,11,
"PER.SRI. MAHKOTA JAYA (T.WIRA JAYA)Kuantan, Pahang",Freehold,Terrace House,"RM165,000",RM173,11,
"TAMAN AMPANGIpoh, Perak",Leasehold,Terrace House,"RM225,000",RM209,11,
"TAMAN ISKANDAR PERDANASeri Iskandar, Perak",Leasehold,Terrace House,"RM187,000",RM132,11,
"TAMAN PENGKALAN PERTAMAIpoh, Perak",Leasehold,Semi D,"RM460,000",RM128,11,
"TAMAN DESA DAMAIBukit Mertajam, Penang",Freehold,Terrace House,"RM360,000",RM330,11,
"TAMAN MAYANG LESTARIJasin, Melaka",Leasehold,"Terrace House, Cluster House","RM248,400",RM164,11,
"TAMAN SRI BAYUSepang, Selangor",Freehold,"Terrace House, Semi D","RM225,000",RM150,11,
"TAMAN SRI DESA (IPOH)Ipoh, Perak",Freehold,Terrace House,"RM230,000",RM147,11,
"LAMAN INDAH 1Iskandar Puteri (Nusajaya), Johor",Freehold,Terrace House,"RM360,000",RM335,11,
"TAMAN SERI MARINAKuala Kedah, Kedah",Freehold,"Semi D, Terrace House","RM250,000",RM162,11,
"KAMPUNG PADANG 1Kuantan, Pahang",Leasehold,Terrace House,"RM160,000",RM153,11,
"TAMAN VELOX RAWANGRawang, Selangor",Freehold,Terrace House,"RM300,000",RM249,11,
"TAMAN RAPAT PERMAIIpoh, Perak",Leasehold,Terrace House,"RM390,000",RM229,11,
"TAMAN LIMBONGAN PERMAIKlebang, Melaka",Leasehold,Town House,"RM150,000",RM172,11,
"TAMAN BERSATUSimpang Pulai, Perak",Leasehold,Terrace House,"RM170,000",RM167,11,
"TAMAN BUKIT KRISTALSeremban, Negeri Sembilan",Freehold,Terrace House,"RM360,000",RM196,11,
"TAMAN MUTIARACheras, Kuala Lumpur",Freehold,Terrace House,"RM920,000",RM475,11,
"TAMAN SRI SUBANG PJS 10Bandar Sunway, Selangor",Leasehold,Terrace House,"RM550,000",RM511,11,
"TAMAN PUNCAK JELAPANG MAJUIpoh, Perak",Leasehold,Terrace House,"RM250,000",RM200,11,
"TAMAN LIM POONBatu Pahat, Johor",Freehold,"Semi D, Terrace House","RM360,000",RM135,11,
"TAMAN BERTAM INDAHKepala Batas, Penang",Freehold,Terrace House,"RM370,000",RM215,11,
"TAMAN MAJU JAYABidor, Perak","Leasehold, Freehold",Terrace House,"RM180,000",RM113,11,
"INDERA MAHKOTAKuantan, Pahang",Leasehold,Terrace House,"RM155,000",RM214,11,
"BANDAR CYBER IPOHIpoh, Perak",Leasehold,Terrace House,"RM508,000",RM292,11,
"TAMAN KOPERASI BAHAGIABatu Pahat, Johor",Freehold,"Terrace House, Semi D","RM330,000",RM195,11,
"SEKSYEN 18 SHAH ALAMShah Alam, Selangor",Leasehold,"Terrace House, Cluster House","RM350,000",RM381,11,
"BANDAR SERI BOTANIBatu Gajah, Perak",Freehold,Terrace House,"RM728,800",RM274,11,
"TAMAN SRI REMBAURembau, Negeri Sembilan",Freehold,"Terrace House, Bungalow","RM250,000",RM119,11,
"TAMAN SERAYA EMASSungai Petani, Kedah",Freehold,"Terrace House, Semi D","RM260,000",RM155,11,
"TAMAN MELAWISKlang, Selangor",Freehold,Terrace House,"RM450,000",RM219,11,
"TAMAN SRI JAYABatu Pahat, Johor",Freehold,Terrace House,"RM190,000",RM182,11,
"NUSA DUTASkudai, Johor",Freehold,"Semi D, Cluster House","RM950,000",RM381,11,
"TAMAN NADAYUKajang, Selangor",Freehold,Terrace House,"RM720,000",RM389,11,
"TAMAN SINAR INTANSungai Petani, Kedah",Freehold,Terrace House,"RM250,000",RM164,11,
"TAMAN ENG ANNKlang, Selangor",Freehold,Terrace House,"RM450,000",RM250,11,
"TAMAN BUKIT KAJANG BARUKajang, Selangor",Freehold,Terrace House,"RM485,000",RM315,11,
"TAMAN INDUSTRI SRI SULONGBatu Pahat, Johor",Freehold,"Terrace House, Semi D","RM218,750",RM91,11,
"TAMAN SING TATButterworth, Penang",Freehold,Terrace House,"RM429,000",RM360,11,
"TAMAN PALM GROVEKlang, Selangor",Freehold,Terrace House,"RM420,000",RM250,11,
"SRI KUKuantan, Pahang",Freehold,Semi D,"RM180,000",RM109,11,
"TAMAN SILIBINIpoh, Perak",Leasehold,Terrace House,"RM220,000",RM166,11,
"TAMAN SELASEHBatu Caves, Selangor",Leasehold,Terrace House,"RM480,000",RM357,11,
"TAMAN MERU MAKMURKapar, Selangor",Freehold,Terrace House,"RM488,000",RM280,11,
"TAMAN BUKIT BLOSSOMSeremban, Negeri Sembilan",Freehold,"Terrace House, Semi D","RM325,000",RM170,11,
"TAMAN SERI TELOK MASTelok Mas, Melaka",Leasehold,Terrace House,"RM240,000",RM165,11,
"BANDAR SEGAMAT BARUSegamat, Johor",Freehold,Terrace House,"RM160,000",RM138,11,
"TAMAN TUN SAMBANTHANSungai Siput, Perak",Leasehold,Terrace House,"RM175,000",RM115,11,
"TAMAN KLEDANG MASIpoh, Perak",Leasehold,Terrace House,"RM285,000",RM243,11,
"TAMAN CHERAS AWANACheras, Selangor",Freehold,Terrace House,"RM480,000",RM418,11,
"TAMAN JATIRawang, Selangor",Leasehold,Terrace House,"RM300,000",RM201,11,
"TAMAN PERUNASungai Udang, Melaka",Leasehold,Terrace House,"RM180,000",RM113,11,
"BANDAR DAMANSARA KUANTANSungai Karang, Pahang",Freehold,Terrace House,"RM300,000",RM166,11,
"TAMAN SKUDAI INDAHSkudai, Johor",Freehold,"Semi D, Cluster House, Terrace House","RM600,000",RM375,11,
"BANDAR BARU WANGSA MAJUWangsa Maju, Kuala Lumpur",Leasehold,Terrace House,"RM785,000",RM477,11,
"TAMAN BAGAN KURNIAJimah, Negeri Sembilan",Freehold,Terrace House,"RM220,000",RM143,11,
"TAMAN BENDAHARAKuala Selangor, Selangor",Freehold,Terrace House,"RM240,000",RM227,11,
"TAMAN KOSASAmpang, Selangor",Leasehold,Terrace House,"RM560,000",RM322,11,
"TAMAN PERAI UTAMAPerai, Penang",Freehold,"Town House, Terrace House","RM380,000",RM284,11,
"BANDAR CEMERLANGTebrau, Johor",Freehold,"Semi D, Terrace House","RM680,000",RM387,11,
"TAMAN PINGGIRAN PEDASPedas, Negeri Sembilan",Freehold,Terrace House,"RM175,000",RM115,11,
"BANDAR PINGGIRAN SUBANGSungai Buloh, Selangor",Leasehold,Terrace House,"RM590,000",RM475,11,
"JALAN AIR ITAMAyer Itam, Penang",Freehold,"Terrace House, Semi D, Bungalow","RM1,200,000",RM391,11,
"TAMAN VISTA VERDEKuantan, Pahang",Freehold,Terrace House,"RM420,000",RM238,11,
"TAMAN PENGKALAN 18Ipoh, Perak",Leasehold,Terrace House,"RM410,000",RM251,11,
"NADA 5 @ NADA ALAMMantin, Negeri Sembilan",Freehold,Terrace House,"RM605,000",RM432,11,
"TAMAN BANANG HEIGHTSBatu Pahat, Johor",Freehold,"Terrace House, Semi D","RM400,000",RM195,11,
"HOUSING TRUSTIpoh, Perak",Leasehold,"Bungalow, Semi D","RM310,000",RM78,11,
"TAMAN KELAB TUANKURantau, Negeri Sembilan",Freehold,Terrace House,"RM195,000",RM163,11,
"TAMAN SRI LALANGKota Tinggi, Johor",Freehold,Terrace House,"RM315,000",RM141,11,
"TAMAN KIJANGLunas, Kedah",Freehold,"Cluster House, Semi D","RM300,000",RM156,11,
"TAMAN MURNIKluang, Johor",Freehold,Terrace House,"RM180,000",RM169,11,
"BANDAR SERI EHSANTanjong Duabelas, Selangor",Leasehold,Terrace House,"RM280,000",RM214,11,
"TAMAN SUTERAKajang, Selangor",Freehold,Terrace House,"RM590,000",RM407,11,
"KINGFISHER PARK PH2Kota Kinabalu, Sabah",Leasehold,Terrace House,"RM660,000",RM319,11,
"TAMAN DESA KENCANAKapar, Selangor",Freehold,Terrace House,"RM390,000",RM190,11,
"PINGGIRAN USJSubang Jaya, Selangor",Freehold,Terrace House,"RM650,000",RM441,11,
"TAMAN JAMBUBukit Mertajam, Penang",Freehold,"Terrace House, Semi D","RM235,000",RM200,11,
"SENIBONG COVEPermas Jaya, Johor",Freehold,"Cluster House, Terrace House","RM1,150,000",RM473,11,
"Anggerik CourtSandakan, Sabah",Leasehold,Apartment,"RM225,000",RM231,11,
"Taman Haji Mohd AminPermatang Pauh, Penang",Freehold,Flat,"RM145,000",RM203,11,
"Rumah Pangsa Taman BidaraSeremban, Negeri Sembilan",Freehold,Flat,"RM80,000",RM130,11,
"Taman Tampoi UtamaTampoi, Johor",Leasehold,Flat,"RM140,000",RM213,11,
"Anggerik Villa 2Kajang, Selangor",Freehold,Apartment,"RM250,000",RM216,11,
"Apartment KekwaSerendah, Selangor",Freehold,Apartment,"RM109,000",RM141,11,
"D'Putra SuitesSenai, Johor",Freehold,Service Residence,"RM438,900",RM543,11,
"Impian Senibong ApartmentPermas Jaya, Johor",Leasehold,Apartment,"RM380,000",RM327,11,
"Ixora ApartmentsBukit Bintang, Kuala Lumpur",Leasehold,Apartment,"RM300,000",RM306,11,
"AirtrollisLabu, Negeri Sembilan",Freehold,Apartment,"RM190,000",RM204,11,
"Desa Pantai FlatPantai, Kuala Lumpur",Leasehold,Flat,"RM220,000",RM358,11,
"Platinum Lake PV 12Setapak, Kuala Lumpur",Leasehold,Condominium,"RM460,000",RM381,11,
"Alam DamaiKota Kinabalu, Sabah",Leasehold,Condominium,"RM630,000",RM561,11,
"Gravit8Port Klang, Selangor",Freehold,Service Residence,"RM671,000",RM604,11,
"Taman Teluk KumbarTeluk Kumbar, Penang",Freehold,Flat,"RM155,000",RM335,11,
"Jalan Haji Manan FlatKluang, Johor",Leasehold,Flat,"RM92,000",RM118,11,
"Rista Villa ApartmentPuchong, Selangor",Leasehold,Apartment,"RM130,000",RM215,11,
"Sejati UjanaSandakan, Sabah",Leasehold,Apartment,"RM190,000",RM267,11,
"Seri SemarakRawang, Selangor",Freehold,Flat,"RM27,500",RM42,11,
"Platinum Lake PV 20Setapak, Kuala Lumpur",Leasehold,Condominium,"RM465,000",RM342,11,
"Pangsapuri Subang SuriaSungai Buloh, Selangor",Leasehold,Apartment,"RM262,000",RM338,11,
"The Leafz @ DedaunSalak Selatan, Kuala Lumpur",Freehold,Service Residence,"RM550,000",RM556,11,
"Vipod ResidenceKLCC, Kuala Lumpur",Freehold,Service Residence,"RM1,300,000","RM1,164",11,
"Unipark CondominiumBangi, Selangor",Freehold,Condominium,"RM340,000",RM280,11,
"Sri PanglimaJohor Bahru, Johor",Leasehold,Apartment,"RM170,000",RM173,11,
"Taman LTATBukit Jalil, Kuala Lumpur",Leasehold,Apartment,"RM200,000",RM304,11,
"Taman Nelly Phase 8DKota Kinabalu, Sabah",Leasehold,Apartment,"RM150,000",RM584,11,
"Zefer Hill ResidencePuchong, Selangor",Freehold,Condominium,"RM600,000",RM392,11,
"Amaya MaluriCheras, Kuala Lumpur",Leasehold,Service Residence,"RM499,000",RM639,11,
"Pangsapuri Seri PinangSeri Kembangan, Selangor",Freehold,Apartment,"RM340,000",RM367,11,
"Park View TowerButterworth, Penang",Freehold,Condominium,"RM350,000",RM396,11,
"Grace VilleKota Kinabalu, Sabah",Leasehold,Condominium,"RM600,000",RM431,11,
"The Lumayan ApartmentCheras, Kuala Lumpur",Leasehold,Apartment,"RM340,000",RM410,11,
"Sky Suites @ KLCCKLCC, Kuala Lumpur",Freehold,Service Residence,"RM1,000,000","RM1,242",11,
"University Condo Apartment 1 (UCA 1)Kota Kinabalu, Sabah",Leasehold,Apartment,"RM225,000",RM364,11,
"A'Marine CondominiumBandar Sunway, Selangor",Leasehold,Condominium,"RM900,000",RM576,11,
"ImpianaIskandar Puteri (Nusajaya), Johor",Freehold,Apartment,"RM440,000",RM357,11,
"Suria ResidenceCheras, Selangor",Freehold,Apartment,"RM350,000",RM283,11,
"Pangsapuri Seri PerantauPort Klang, Selangor",Leasehold,Flat,"RM120,000",RM185,11,
"Taman Sri KuchingJalan Kuching, Kuala Lumpur",Freehold,Flat,"RM200,000",RM269,11,
"Mewah CourtJelutong, Penang",Leasehold,Apartment,"RM297,000",RM336,11,
"Bandar Baru KundangRawang, Selangor",Leasehold,Flat,"RM135,000",RM171,11,
"Danga View ApartmentTampoi, Johor",Freehold,Apartment,"RM380,000",RM296,11,
"Evergreen Park Acorn & HazelBandar Sungai Long, Selangor",Freehold,Condominium,"RM327,000",RM289,11,
"Bayswater Resort CondominiumGelugor, Penang",Freehold,Condominium,"RM820,000",RM658,11,
"Platinum Lake PV 15Setapak, Kuala Lumpur",Leasehold,Condominium,"RM500,000",RM363,11,
"Flat Danau KotaSetapak, Kuala Lumpur",Leasehold,Flat,"RM170,000",RM243,11,
"Putra MajestikJalan Ipoh, Kuala Lumpur",Freehold,Service Residence,"RM499,000",RM488,11,
"Casa Villa CondominiumKajang, Selangor",Freehold,Condominium,"RM290,000",RM245,11,
"Seri BaiduriSetia Alam, Selangor",Freehold,Apartment,"RM380,000",RM410,11,
"Grand MediniIskandar Puteri (Nusajaya), Johor",Freehold,Condominium,"RM399,000",RM842,11,
"Sentul Utama FlatSentul, Kuala Lumpur",Leasehold,Flat,"RM173,000",RM279,11,
"MelorKajang, Selangor",Freehold,Apartment,"RM42,000",RM62,11,
"Flat Bukit IndahIskandar Puteri (Nusajaya), Johor",Freehold,Flat,"RM190,000",RM254,11,
"Taman BenderaSungai Ara, Penang",Freehold,Flat,"RM189,000",RM351,11,
"Eden Seaview CondominiumBatu Ferringhi, Penang",Freehold,Condominium,"RM300,000",RM322,11,
"Widuri ApartmentButterworth, Penang",Freehold,Apartment,"RM205,000",RM266,11,
"Pertiwi IndahCheras, Kuala Lumpur",Leasehold,Condominium,"RM490,000",RM390,11,
"Taman Sri SentosaKlang, Selangor",Freehold,Flat,"RM98,000",RM142,11,
"Pandan Heights CondominiumAmpang, Selangor",Freehold,Condominium,"RM290,000",RM337,11,
"Fortune AvenueKepong, Kuala Lumpur",Leasehold,Service Residence,"RM425,000",RM356,11,
"U Garden Resort CondominiumGelugor, Penang",Freehold,Condominium,"RM357,000",RM510,11,
"Kiara Designer SuitesMont Kiara, Kuala Lumpur",Freehold,Service Residence,"RM668,000",RM556,11,
"Dahlia ApartmentsRawang, Selangor",Freehold,Flat,"RM55,000",RM92,11,
"Tuaran ImpianTuaran, Sabah",Leasehold,Apartment,"RM190,000",RM247,11,
"TerataiSerendah, Selangor",Leasehold,Flat,"RM70,000",RM108,11,
"Plaza Indah ApartmentKajang, Selangor",Freehold,Apartment,"RM215,000",RM235,11,
"Idaman PuteraSetapak, Kuala Lumpur",Freehold,Condominium,"RM380,000",RM285,11,
"Serendah Golf ResortSerendah, Selangor",Leasehold,Apartment,"RM68,000",RM77,11,
"Pandora @ Tropicana MetroparkSubang Jaya, Selangor",Freehold,Service Residence,"RM365,000",RM605,11,
"Taman Sri RelauBukit Jambul, Penang",Freehold,Flat,"RM240,000",RM348,11,
"Rumah Pangsa Sri OrkidUlu Tiram, Johor",Freehold,Flat,"RM145,000",RM204,11,
"Serin ResidencyCyberjaya, Selangor",Freehold,Condominium,"RM400,000",RM341,11,
"Apartment DahliaSerendah, Selangor",Freehold,Flat,"RM80,000",RM108,11,
"RPR LANDEH/TAMAN SRI PERMAIKuching, Sarawak",Freehold,Terrace House,"RM165,000",RM109,10,
"TAMAN SRI TREH (TAMAN BINTANG ANGKASA)Muar, Johor",Freehold,Terrace House,"RM475,000",RM309,10,
"TAMAN GRANDVIEWSandakan, Sabah",Leasehold,Terrace House,"RM437,500",RM194,10,
"TAMAN KELAB UKAYUlu Klang, Selangor",Freehold,Terrace House,"RM690,000",RM348,10,
"PUNCAK PERDANAShah Alam, Selangor",Leasehold,Town House,"RM355,000",RM364,10,
"TAMAN MAHSURI 2AJitra, Kedah",Freehold,Terrace House,"RM197,500",RM157,10,
"TAMAN KINDING FLORAIpoh, Perak",Leasehold,"Cluster House, Terrace House","RM260,000",RM186,10,
"PJS 9Bandar Sunway, Selangor",Leasehold,Terrace House,"RM949,000",RM541,10,
"TAMAN NUSARI BAYU 2Bandar Sri Sendayan, Negeri Sembilan",Freehold,Terrace House,"RM297,500",RM204,10,
"P/L 2366, 2367, 3694, 3752 & 4169Kuantan, Pahang",Freehold,Terrace House,"RM438,880",RM298,10,
"TAMAN RIA 2, SUNGAI BESARSungai Besar, Selangor",Leasehold,"Terrace House, Semi D","RM802,000",RM318,10,
"TAMAN MESRA, OFF JALAN SUNGAI JATIKlang, Selangor",Freehold,"Semi D, Terrace House","RM495,000",RM290,10,
"TAMAN NURI EMASNibong Tebal, Penang",Freehold,Semi D,"RM800,000",RM306,10,
"TAMAN MASJID TANAH PERDANAMasjid Tanah, Melaka",Freehold,Semi D,"RM410,000",RM128,10,
"GARDEN CITY HOMES @ SEREMBAN 2Seremban 2, Negeri Sembilan",Freehold,Terrace House,"RM571,000",RM294,10,
"RAINTREE PARK2Sungai Bakap, Penang",Freehold,"Terrace House, Town House","RM607,500",RM302,10,
"SEREMBAN FOREST HEIGHTSAmpangan, Negeri Sembilan",Freehold,Terrace House,"RM820,000",RM422,10,
"MUTIARA HILLS @ SEMENYIHSemenyih, Selangor",Freehold,Terrace House,"RM576,000",RM409,10,
"TAMAN KOTA IMPIAN @ IMPIAN HILLSKota Tinggi, Johor",Freehold,Terrace House,"RM520,125",RM308,10,
"TAMAN ALAMANDA (KEDIAMAN)Bahau, Negeri Sembilan",Leasehold,Terrace House,"RM229,150",RM176,10,
"TAMAN MERU SINARIpoh, Perak","Freehold, Leasehold",Terrace House,"RM438,800",RM235,10,
"BAYU SUTERA - PRECINT 2AJimah, Negeri Sembilan",Freehold,Terrace House,"RM529,999",RM379,10,
"TAMAN JURU SETIAJuru, Penang",Freehold,Cluster House,"RM636,500",RM292,10,
